ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
2544260,HJ121593,01/12/2003 10:03:11 AM,036XX W FLOURNOY ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,1133,011,24,27,08A,,,2003,08/17/2015 03:03:40 PM,,,
2544261,HJ112249,01/07/2003 01:28:47 PM,014XX W 114TH PL,2027,NARCOTICS,POSS: CRACK,STREET,true,false,2234,022,34,75,18,,,2003,08/17/2015 03:03:40 PM,,,
2544265,HJ109384,01/05/2003 11:39:00 PM,031XX N CICERO AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,2521,025,31,19,16,,,2003,08/17/2015 03:03:40 PM,,,
2544268,HJ122979,01/13/2003 08:45:00 AM,014XX W 59TH ST,0810,THEFT,OVER $500,CAR WASH,false,false,0713,007,16,67,06,,,2003,08/17/2015 03:03:40 PM,,,
2544271,HJ121441,01/12/2003 05:20:00 AM,046XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1113,011,28,25,08B,,,2003,08/17/2015 03:03:40 PM,,,
2544276,HJ124422,01/13/2003 09:20:00 PM,119XX S WENTWORTH AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,false,false,0522,005,9,53,14,,,2003,08/17/2015 03:03:40 PM,,,
2544281,HJ112311,01/07/2003 02:07:30 PM,051XX W NORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESTAURANT,true,false,2533,025,37,25,18,,,2003,08/17/2015 03:03:40 PM,,,
2544292,HJ125481,01/14/2003 06:00:00 AM,040XX N OAKLEY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1912,019,47,5,26,,,2003,08/17/2015 03:03:40 PM,,,
2544296,HJ109343,01/05/2003 10:34:30 PM,068XX S EAST END AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,true,false,0332,003,5,43,18,,,2003,08/17/2015 03:03:40 PM,,,
2544297,HJ124190,01/13/2003 06:20:00 PM,042XX W WILCOX ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1115,011,28,26,08B,,,2003,08/17/2015 03:03:40 PM,,,
2544306,HJ125701,01/13/2003 08:00:00 PM,078XX W CATALPA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1613,016,41,10,14,,,2003,08/17/2015 03:03:40 PM,,,
2544308,HJ105913,01/04/2003 01:46:00 AM,006XX S INDEPENDENCE BLVD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,1133,011,24,27,24,,,2003,08/17/2015 03:03:40 PM,,,
10456521,HZ195357,03/20/2016 09:40:00 PM,039XX N KEELER AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1731,017,38,16,06,,,2016,03/27/2016 03:49:31 PM,,,
2609562,HJ209302,02/27/2003 09:00:00 AM,005XX E 33RD BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,true,true,2112,002,3,35,26,,,2003,02/04/2016 06:33:39 AM,,,
10464421,HZ203851,12/12/2015 10:00:00 AM,006XX E GRAND AVE,0810,THEFT,OVER $500,OTHER,false,false,1834,018,42,8,06,,,2015,03/28/2016 03:56:09 PM,,,
2543908,HJ117064,01/09/2003 08:00:00 PM,024XX W MONROE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,true,false,1125,011,2,28,26,,,2003,08/17/2015 03:03:40 PM,,,
2613845,HJ216897,03/03/2003 11:40:00 PM,023XX E 107TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0434,004,10,51,08B,,,2003,08/17/2015 03:03:40 PM,,,
2543909,HJ125433,01/14/2003 09:30:00 AM,068XX S DORCHESTER AVE,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,0321,003,5,43,08A,,,2003,08/17/2015 03:03:40 PM,,,
2543913,HJ123695,01/13/2003 02:05:00 PM,006XX N DEARBORN ST,5011,OTHER OFFENSE,LICENSE VIOLATION,PARKING LOT/GARAGE(NON.RESID.),true,false,1832,018,42,8,26,,,2003,08/17/2015 03:03:40 PM,,,
2543918,HJ122464,01/12/2003 08:16:16 PM,056XX S PERRY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0233,002,3,40,08A,,,2003,08/17/2015 03:03:40 PM,,,
2543966,HJ125494,01/14/2003 11:20:00 AM,013XX W MARQUETTE RD,0810,THEFT,OVER $500,STREET,false,false,0724,007,17,67,06,,,2003,08/17/2015 03:03:40 PM,,,
2544013,HJ106323,01/04/2003 10:15:00 AM,003XX S KILBOURN AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,1131,011,24,26,18,,,2003,08/17/2015 03:03:40 PM,,,
10458279,HZ196988,10/25/2015 12:00:00 PM,081XX S HOUSTON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0422,004,7,46,11,,,2015,03/30/2016 03:48:04 PM,,,
2544018,HJ124109,01/13/2003 05:30:00 PM,016XX N LATROBE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2532,025,37,25,08B,,,2003,08/17/2015 03:03:40 PM,,,
2544022,HJ107720,01/04/2003 10:42:00 PM,009XX N FRANCISCO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,true,false,1311,012,26,24,18,,,2003,08/17/2015 03:03:40 PM,,,
2544034,HJ123105,01/13/2003 09:58:25 AM,039XX S CALUMET AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0213,002,3,38,05,,,2003,08/17/2015 03:03:40 PM,,,
2544030,HJ110996,01/06/2003 07:24:14 PM,029XX W AUGUSTA BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,true,false,1311,012,26,24,18,,,2003,08/17/2015 03:03:40 PM,,,
2544032,HJ125543,01/14/2003 11:00:00 AM,011XX N LA SALLE DR,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1824,018,43,8,06,,,2003,08/17/2015 03:03:40 PM,,,
2543926,HJ122621,01/12/2003 10:47:34 PM,049XX S FEDERAL ST,0610,BURGLARY,FORCIBLE ENTRY,CHA APARTMENT,false,false,0231,002,3,38,05,,,2003,08/17/2015 03:03:40 PM,,,
2543925,HJ123850,01/13/2003 02:25:00 PM,022XX N NATCHEZ AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,PARKING LOT/GARAGE(NON.RESID.),false,false,2512,025,36,19,04A,,,2003,08/17/2015 03:03:40 PM,,,
2544063,HJ108870,01/05/2003 04:45:00 PM,048XX W HARRISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1533,015,24,25,18,,,2003,08/17/2015 03:03:40 PM,,,
2544229,HJ123505,01/13/2003 01:24:22 PM,047XX S EVANS AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0223,002,4,38,26,,,2003,08/17/2015 03:03:40 PM,,,
2543991,HJ107589,01/04/2003 11:10:00 PM,013XX N ARTESIAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1423,014,26,24,18,,,2003,08/17/2015 03:03:40 PM,,,
2544230,HJ112042,01/07/2003 11:22:31 AM,055XX W WABANSIA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2532,025,37,25,18,,,2003,08/17/2015 03:03:40 PM,,,
"2620471,HJ217904,03/04/2003 12:30:00 PM,010XX N WELLS ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,""SCHOOL, PUBLIC, BUILDING"",false,false,1823,018,27,8,08A,,,2003,02/04/2016 06:33:39 AM,,,"
2544234,HJ108969,01/05/2003 06:04:00 PM,038XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1122,011,28,26,18,,,2003,08/17/2015 03:03:40 PM,,,
2543998,HJ107119,01/04/2003 06:23:25 PM,0000X N LONG AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1522,015,28,25,18,,,2003,08/17/2015 03:03:40 PM,,,
2544213,HJ122731,01/12/2003 11:30:00 PM,015XX W 71ST ST,031A,ROBBERY,ARMED: HANDGUN,APARTMENT,false,false,0734,007,17,67,03,,,2003,08/17/2015 03:03:40 PM,,,
2544235,HJ109542,01/06/2003 04:46:09 AM,0000X N LOTUS AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,true,false,1522,015,28,25,18,,,2003,08/17/2015 03:03:40 PM,,,
2544237,HJ125676,01/13/2003 08:00:00 PM,020XX W FARWELL AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,2411,024,50,2,06,,,2003,08/17/2015 03:03:40 PM,,,
2544049,HJ119823,01/05/2003 12:00:00 PM,055XX S LOOMIS BLVD,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0713,007,16,67,06,,,2003,08/17/2015 03:03:40 PM,,,
2542418,HJ123687,01/12/2003 08:30:00 AM,023XX S LAKE SHORE DR E,0890,THEFT,FROM BUILDING,OTHER,false,false,0133,001,2,33,06,,,2003,08/17/2015 03:03:40 PM,,,
2544240,HJ121379,01/12/2003 03:15:00 AM,003XX S WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,1125,011,2,28,08B,,,2003,08/17/2015 03:03:40 PM,,,
2544216,HJ123629,01/13/2003 02:00:00 PM,019XX W 59TH ST,0810,THEFT,OVER $500,STREET,false,false,0714,007,15,67,06,,,2003,08/17/2015 03:03:40 PM,,,
2544102,HJ111304,01/06/2003 10:28:09 PM,001XX W 109TH ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,0513,005,34,49,26,,,2003,08/17/2015 03:03:40 PM,,,
2544098,HJ121319,01/11/2003 09:00:00 PM,056XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0715,007,15,67,08B,,,2003,08/17/2015 03:03:40 PM,,,
2543848,HJ119965,01/11/2003 10:45:00 AM,022XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,true,false,0134,001,3,33,26,,,2003,08/17/2015 03:03:40 PM,,,
2543813,HJ122566,01/12/2003 09:52:01 PM,018XX N CLARK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,1814,018,43,7,08B,,,2003,08/17/2015 03:03:40 PM,,,
2543850,HJ122676,01/12/2003 11:15:00 PM,023XX N LAVERGNE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,true,false,2522,025,31,19,14,,,2003,08/17/2015 03:03:40 PM,,,
2543932,HJ109370,01/05/2003 11:50:11 PM,033XX W MONTROSE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1724,017,33,14,18,,,2003,08/17/2015 03:03:40 PM,,,
"2543934,HJ123683,01/13/2003 02:15:00 PM,030XX N MOBILE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,""SCHOOL, PUBLIC, BUILDING"",false,true,2511,025,36,19,08B,,,2003,08/17/2015 03:03:40 PM,,,"
2543938,HJ125478,01/14/2003 12:00:00 AM,015XX N HONORE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,1424,014,1,24,14,,,2003,08/17/2015 03:03:40 PM,,,
2544072,HJ110351,01/06/2003 12:35:14 PM,068XX S HARPER AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,true,false,0332,003,5,43,26,,,2003,08/17/2015 03:03:40 PM,,,
2546084,HJ126172,01/13/2003 11:30:00 PM,055XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,1522,015,29,25,08B,,,2003,08/17/2015 03:03:40 PM,,,
2637249,HJ245872,03/18/2003 02:40:00 PM,005XX E 33RD BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2112,002,3,35,26,,,2003,02/04/2016 06:33:39 AM,,,
2648995,HJ260529,03/25/2003 06:30:00 PM,020XX S TAN CT,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2111,002,25,34,14,,,2003,02/04/2016 06:33:39 AM,,,
2667391,HJ284293,03/20/2003 09:00:00 AM,043XX W MADISON ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,1115,011,28,26,20,,,2003,02/04/2016 06:33:39 AM,,,
2687331,HJ308261,04/18/2003 01:21:37 PM,035XX N LAKE SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,false,true,2331,019,46,6,08B,,,2003,08/17/2015 03:03:40 PM,,,
2787574,HJ431152,06/15/2003 06:32:29 PM,052XX W WASHINGTON BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1523,015,28,25,05,,,2003,08/17/2015 03:03:40 PM,,,
2686515,HJ288648,04/09/2003 03:16:28 AM,092XX S DAN RYAN EXPY OB,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,OTHER,true,false,0634,006,21,49,02,,,2003,08/17/2015 03:03:40 PM,,,
2787569,HJ436423,06/18/2003 02:00:00 AM,087XX S GREENWOOD AVE,0460,BATTERY,SIMPLE,STREET,false,false,0412,004,8,47,08B,,,2003,08/17/2015 03:03:40 PM,,,
2787570,HJ423339,06/11/2003 11:45:00 PM,008XX N HAMLIN AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,1112,011,27,23,18,,,2003,08/17/2015 03:03:40 PM,,,
2787573,HJ437132,06/16/2003 09:00:00 PM,023XX S ST LOUIS AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,true,1024,010,22,30,17,,,2003,08/17/2015 03:03:40 PM,,,
2787634,HJ413546,06/07/2003 04:20:00 PM,048XX N MILWAUKEE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1623,016,45,11,18,,,2003,08/17/2015 03:03:40 PM,,,
2787735,HJ411130,06/06/2003 02:15:00 PM,017XX W JONQUIL TER,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2422,024,49,1,18,,,2003,08/17/2015 03:03:40 PM,,,
2760377,HJ404089,06/03/2003 03:37:00 AM,038XX N LAKE SHORE DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,2323,019,46,6,26,,,2003,08/17/2015 03:03:40 PM,,,
2764545,HJ407867,06/01/2003 08:00:00 PM,029XX N LAKE SHORE DR,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,2333,019,44,6,07,,,2003,08/17/2015 03:03:40 PM,,,
2765054,HJ070047,06/05/2003 07:30:00 AM,036XX N LAKE SHORE DR,0820,THEFT,$500 AND UNDER,STREET,false,false,2323,019,46,6,06,,,2003,08/17/2015 03:03:40 PM,,,
2769531,HJ413363,06/07/2003 02:00:00 PM,033XX N LAKE SHORE DR,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,2331,019,44,6,06,,,2003,08/17/2015 03:03:40 PM,,,
2787799,HJ424926,06/12/2003 06:10:00 PM,076XX S STEWART AVE,2094,NARCOTICS,ATTEMPT POSSESSION CANNABIS,STREET,true,false,0621,006,17,69,18,,,2003,08/17/2015 03:03:40 PM,,,
2776224,HJ422457,06/09/2003 12:01:00 AM,034XX N LAKE SHORE DR,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,2331,019,44,6,06,,,2003,08/17/2015 03:03:40 PM,,,
2787788,HJ437313,06/18/2003 12:15:00 PM,047XX N MILWAUKEE AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,1623,016,45,15,06,,,2003,08/17/2015 03:03:40 PM,,,
2787858,HJ399355,05/31/2003 07:05:00 PM,054XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0934,009,20,61,18,,,2003,08/17/2015 03:03:40 PM,,,
2787867,HJ425945,06/13/2003 09:36:00 AM,009XX N ST LOUIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1121,011,27,23,14,,,2003,08/17/2015 03:03:40 PM,,,
2787872,HJ421774,06/11/2003 09:28:30 AM,064XX S DR MARTIN LUTHER KING JR DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0312,003,20,69,18,,,2003,08/17/2015 03:03:40 PM,,,
2787928,HJ437522,06/18/2003 03:15:00 PM,026XX N HOYNE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1913,019,1,7,26,,,2003,08/17/2015 03:03:40 PM,,,
2787931,HJ434377,06/17/2003 08:45:00 AM,068XX S OGLESBY AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0331,003,5,43,08A,,,2003,08/17/2015 03:03:40 PM,,,
2787980,HJ436843,06/18/2003 10:20:00 AM,062XX S LANGLEY AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,true,true,0313,003,20,42,26,,,2003,08/17/2015 03:03:40 PM,,,
2787982,HJ437539,06/18/2003 12:00:00 PM,075XX N CLAREMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2411,024,49,2,14,,,2003,08/17/2015 03:03:40 PM,,,
2788091,HJ438413,06/17/2003 02:00:00 PM,080XX S EVANS AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,0631,006,6,44,26,,,2003,08/17/2015 03:03:40 PM,,,
2788092,HJ438057,06/17/2003 11:00:00 PM,030XX N RACINE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1932,019,44,6,06,,,2003,08/17/2015 03:03:40 PM,,,
2788096,HJ438458,06/18/2003 04:00:00 AM,023XX N NARRAGANSETT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,2512,025,29,19,07,,,2003,08/17/2015 03:03:40 PM,,,
2788100,HJ438461,06/18/2003 10:25:00 PM,002XX N PINE AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,false,false,1523,015,28,25,04A,,,2003,08/17/2015 03:03:40 PM,,,
2788165,HJ437543,06/18/2003 03:20:00 PM,047XX N MARINE DR,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2312,019,46,3,03,,,2003,08/17/2015 03:03:40 PM,,,
2788167,HJ437691,06/18/2003 04:42:59 PM,022XX S WESTERN AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1034,010,25,31,06,,,2003,08/17/2015 03:03:40 PM,,,
2788168,HJ438154,06/18/2003 07:55:00 PM,024XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,true,false,1313,012,1,24,06,,,2003,08/17/2015 03:03:40 PM,,,
2788174,HJ436229,06/17/2003 11:45:00 PM,037XX N WESTERN AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),true,false,1912,019,47,5,04A,,,2003,08/17/2015 03:03:40 PM,,,
2788179,HJ437275,06/18/2003 01:00:00 PM,023XX W MADISON ST,0810,THEFT,OVER $500,VEHICLE-COMMERCIAL,false,false,1332,012,2,28,06,,,2003,08/17/2015 03:03:40 PM,,,
2788318,HJ438515,06/18/2003 10:45:00 PM,017XX N KEDZIE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1421,014,26,23,03,,,2003,08/17/2015 03:03:40 PM,,,
2788367,HJ435010,06/16/2003 11:30:00 PM,043XX W 19TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,true,1012,010,24,29,04A,,,2003,08/17/2015 03:03:40 PM,,,
2788372,HJ438858,06/17/2003 07:00:00 AM,072XX S PAXTON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,0333,003,5,43,26,,,2003,08/17/2015 03:03:40 PM,,,
2788374,HJ438861,06/19/2003 07:10:00 AM,032XX W HADDON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1121,011,26,23,06,,,2003,08/17/2015 03:03:40 PM,,,
2788381,HJ436825,06/16/2003 06:00:00 PM,048XX W HUTCHINSON ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1624,016,45,15,05,,,2003,08/17/2015 03:03:40 PM,,,
2788387,HJ425185,06/12/2003 08:12:45 PM,033XX W POLK ST,0483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,SIDEWALK,false,false,1134,011,24,27,04B,,,2003,08/17/2015 03:03:40 PM,,,
2788435,HJ420853,06/10/2003 08:31:00 PM,024XX W MONROE ST,0482,BATTERY,AGG PRO.EMP:KNIFE/CUTTING INST,CHA PARKING LOT/GROUNDS,true,false,1125,011,2,28,04B,,,2003,08/17/2015 03:03:40 PM,,,
2788436,HJ433464,04/14/2003 10:00:00 AM,013XX N LEAVITT ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1424,014,1,24,05,,,2003,08/17/2015 03:03:40 PM,,,
2781120,HJ428751,06/14/2003 10:30:00 AM,037XX N LAKE SHORE DR,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,2323,019,46,6,06,,,2003,08/17/2015 03:03:40 PM,,,
2788437,HJ438885,06/17/2003 10:00:00 PM,021XX N HARLEM AVE,0810,THEFT,OVER $500,STREET,false,false,2512,025,36,25,06,,,2003,08/17/2015 03:03:40 PM,,,
2788438,HJ436296,06/17/2003 10:30:00 PM,035XX N ELSTON AVE,0810,THEFT,OVER $500,STREET,false,false,1733,017,33,21,06,,,2003,08/17/2015 03:03:40 PM,,,
2788442,HJ438633,06/19/2003 12:40:16 AM,015XX W ROOSEVELT RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1231,012,2,28,14,,,2003,08/17/2015 03:03:40 PM,,,
2788444,HJ427630,06/13/2003 08:25:02 PM,048XX W DIVISION ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,GAS STATION,true,false,1531,015,37,25,11,,,2003,08/17/2015 03:03:40 PM,,,
"2788445,HJ417480,06/09/2003 12:10:00 PM,032XX W MONROE ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,""SCHOOL, PUBLIC, BUILDING"",true,false,1124,011,28,,08B,,,2003,08/17/2015 03:03:40 PM,,,"
2788446,HJ436826,06/18/2003 10:00:00 AM,123XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0523,005,34,53,08B,,,2003,08/17/2015 03:03:40 PM,,,
2788491,HJ422334,06/10/2003 08:30:00 PM,064XX S WASHTENAW AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,ALLEY,false,false,0825,008,15,66,10,,,2003,08/17/2015 03:03:40 PM,,,
2844116,HJ502393,07/18/2003 09:00:00 AM,011XX N SPRINGFIELD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1112,011,27,23,06,,,2003,08/17/2015 03:03:40 PM,,,
2787811,HJ424794,06/12/2003 05:50:00 PM,061XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0313,003,20,42,18,,,2003,08/17/2015 03:03:40 PM,,,
2787812,HJ433257,06/16/2003 04:30:00 PM,001XX W 127TH ST,5011,OTHER OFFENSE,LICENSE VIOLATION,GAS STATION,false,false,0523,005,9,53,26,,,2003,08/17/2015 03:03:40 PM,,,
2787813,HJ430276,06/15/2003 09:20:00 AM,029XX W HARRISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1135,011,2,27,14,,,2003,08/17/2015 03:03:40 PM,,,
2782802,HJ431244,06/15/2003 07:27:09 PM,032XX N LAKE SHORE DR,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,2332,019,44,6,24,,,2003,08/17/2015 03:03:40 PM,,,
2844126,HJ476148,07/06/2003 01:30:00 PM,032XX W ROOSEVELT RD,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,true,false,1134,011,24,29,06,,,2003,08/17/2015 03:03:40 PM,,,
2844127,HJ509249,07/21/2003 02:00:00 PM,060XX S THROOP ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0713,007,16,67,06,,,2003,08/17/2015 03:03:40 PM,,,
2844134,HJ507914,07/20/2003 09:30:00 PM,066XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0322,003,20,69,08B,,,2003,08/17/2015 03:03:40 PM,,,
2788054,HJ438183,06/18/2003 09:30:00 AM,063XX S STEWART AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0722,007,20,68,06,,,2003,08/17/2015 03:03:40 PM,,,
2788447,HJ434124,06/17/2003 02:45:27 AM,0000X N CENTRAL AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,false,1513,015,29,25,26,,,2003,08/17/2015 03:03:40 PM,,,
2791242,HJ440175,06/19/2003 05:00:00 PM,012XX N LUIS MUNOZ MARIN DR W,1235,DECEPTIVE PRACTICE,UNLAWFUL USE OF RECORDED SOUND,PARK PROPERTY,false,false,1423,014,26,24,11,,,2003,08/17/2015 03:03:40 PM,,,
2791434,HJ440286,06/19/2003 05:00:00 PM,012XX N LUIS MUNOZ MARIN DR W,1255,DECEPTIVE PRACTICE,UNIDENTIFIABLE RECORDING SOUND,PARK PROPERTY,false,false,1423,014,26,24,11,,,2003,08/17/2015 03:03:40 PM,,,
2706189,HJ333109,04/28/2003 07:00:00 PM,011XX N LAKE SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1824,018,42,8,08B,,,2003,08/17/2015 03:03:40 PM,,,
2706900,HJ331788,04/29/2003 01:30:00 PM,054XX N EDENS PKWY,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1621,016,45,12,26,,,2003,08/17/2015 03:03:40 PM,,,
2710179,HJ338278,05/01/2003 08:00:00 PM,014XX N LAKE SHORE DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1824,018,43,8,11,,,2003,08/17/2015 03:03:40 PM,,,
2713912,HJ343137,05/05/2003 11:00:00 AM,039XX N LAKE SHORE DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,2323,019,46,6,11,,,2003,08/17/2015 03:03:40 PM,,,
6366512,HP444199,07/05/2008 10:00:00 AM,028XX N MONTCLARE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,2511,025,36,18,08A,,,2008,04/15/2016 11:16:05 AM,,,
2714946,HJ344916,04/04/2003 12:00:00 PM,006XX N LAKE SHORE DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL/MOTEL,false,false,1834,018,42,8,11,,,2003,08/17/2015 03:03:40 PM,,,
